ID,Text_ro,Text_rom,ro,rmy
,,,"Fiindcă Dumnezeu a închis pe toţi oamenii în neascultare, ca să aibă îndurare de toţi.","Ke O Del kerdia anda sako manush te avel phanglo ai te na pachal o mui, saxke te sikavel savorhenge pesko lashimos."
,,,"Ţineţi bine minte, să nu vă gîndiţi mai dinainte ce veţi răspunde;","Na gindin tume mai anglal so te phenen, ai na daran."
,,,"Şi dacă ţi -a adus vreo vătămare sau îţi este dator cu ceva, pune aceasta în socoteala mea.","Ai te shubisailo vari so karing tute, vai te kamela tuke vari so, tu jin pa mande."
,,,"Pocăieşte-te dar de această răutate a ta, şi roagă-te Domnului să ţi se ierte gîndul acesta al inimii tale, dacă este cu putinţă;","Keisavo anda cho bi lashimos, ai rhugisavo ka Del, te sai kerdiola te iertil tu anda chorho gindo kai sas tu."
,,,"După ce au trecut marea, au venit în ţinutul Ghenezaretului, şi au tras la mal.","Ai kana nakhle inchal o pai, aresle kai phuv ando them kai bushol Gennersaret, ai gele karing e berego."
,,,"acopere totul, crede totul, nădăjduieşte totul, sufere totul.","E dragostia iertil sa, pachal sa, azhukerel sa, ai rhevdil sa."
,,,"În adevăr, cine vorbeşte în altă limbă, nu vorbeşte oamenilor, ci lui Dumnezeu; căci nimeni nu -l înţelege, şi, cu duhul, el spune taine.","Kodo kai del duma pel shiba chi del duma le manushensa, numa le Devlesa; ke khonik chi haliarel leske; ai ando duxo phenel shodenia."
,,,"Oricine tăgăduieşte pe Fiul, n'are pe Tatăl. Oricine mărturiseşte pe Fiul, are şi pe Tatăl.","Ke kodo kai chi mangel le Shaves, chi mangel chi le Dades; numa kodo kai premil le Shaves, premil vi le Dades."
,,,"Ea avea o soră numită Maria, care s'a aşezat jos la picioarele Domnului, şi asculta cuvintele Lui.","Sas la iek phei kai busholas Maria. E Maria beshli kal punrhe le Jesusoske, ai ashunelas leski vorba."
,,,"Ei l-au ocărît, şi i-au zis: ,,Tu eşti ucenicul Lui, noi sîntem ucenicii lui Moise.","Akushle les, ai phende leske, ""Tu san disiplo; ame sam le disipluria le Mosesoske."
,,,"Ce spun eu, fraţilor, este că nu poate carnea şi sîngele să moştenească Împărăţia lui Dumnezeu; şi că, putrezirea nu poate moşteni neputrezirea.","So phenav, phrala le, ke o mas ai o rat nashtil len o rhaio le Devlesko, ai ke o rimome nashti lel kai chi mai rimolpe."
,,,"Iar a Aceluia, care poate să vă păzească de orice cădere, şi să vă facă să vă înfăţişaţi fără prihană şi plini de bucurie înaintea slavei Sale,","Si iek kai sai arakhel tume te na peren, ai kai sai kerel te aven bi doshako angla pesko luvudimos le bare raduimasa."
,,,"De aceea nici nu m'am socotit vrednic să vin eu însumi la Tine. Ci, zi o vorbă, şi robul meu va fi tămăduit.","Sa anda kodia chi haliardema dosta vorta te zhav me karing tute, numa phen iek vorba, ai murho sluga avela sasto."
,,,"Ei căutau să -L prindă, dar se temeau de norod. Pricepuseră că împotriva lor spusese Isus pilda aceasta. Şi L-au lăsat, şi au plecat.","Mangenas te thon o vas pe leste, numa daraile katar o narodo: ke won zhanenas kai wo dia duma iek paramichi pala lende, mekle les, ai geletar."
,,,"Şi el s'a lepădat din nou. După puţină vreme, ceice stăteau acolo, au zis iarăş lui Petru: ,,Nu mai încape îndoială că eşti unul din oamenii aceia; căci eşti Galilean, şi graiul tău seamănă cu al lor.``","Mai iek data phendias, ""Nai chaches, ai tsirha vriama, kodola kai sas pashai iag avile ka Petri ai phende leske, ""Chaches tu san iek anda lende, ke tu san andai Galilee, ai cho divano purhil tut."""
,,,"Tot astfel, după cină, a luat paharul, şi a zis: ,,Acest pahar este legămîntul cel nou în sîngele Meu; să faceţi lucrul acesta spre pomenirea Mea, oridecîte ori veţi bea din el.``","Ai pale kana xalia, lia o daxtai ai phendia, kado daxtai si e nevi kontrakto ande murho rat. Keren kadia ai den tume goji mande swako data kai pena."
,,,"După aceea, am văzut pogorîndu-se din cer un alt înger, care avea o mare putere; şi pămîntul s'a luminat de slava lui.","Porme dikhlem aver angelo hulelas tele anda rhaio la bari putierasa, ai e lumia strefialas lesko barimasa."
,,,"Şi am auzit, ca un glas de gloată multă, ca vuietul unor ape multe, ca bubuitul unor tunete puternice, care zicea: ,,Aliluia! Domnul, Dumnezeul nostru Cel Atotputernic, a început să împărăţească.","Porme ashundem but glasuria, sar sigo zhal o baro pai, ai sar o zuralo rhonjito, ai phenelas, ""Naisimos ka amaro Del! Ke le Devles amaro Del si Amperato, O Del la putierako."
,,,"A zis lucrul acesta ca să se împlinească vorba, pe care o spusese: ,,N-am pierdut pe niciunul din aceia, pe cari Mi i-ai dat.``","Wo phendia kadia saxke te kerdiolpe e vorba, kai phendiasas. Chi xasardem chi iek anda kodola kai dian ma."
,,,"Deaceea: ,,Ieşiţi din mijlocul lor, şi despărţiţi-vă de ei, zice Domnul; nu vă atingeţi de ce este necurat, şi vă voi primi.","Anda kodia O Del mothol, ""Trobul te meken le, ai te vuladion katar kodala manush kai chi pachanpe ando Del, ai nazban kanchi kai si bi vuxho, ai me lava tume mande."
,,,"Căci n'aş îndrăzni să pomenesc nici un lucru, pe care să nu -l fi făcut Hristos prin mine, ca să aducă Neamurile la ascultarea de El: fie prin cuvîntul meu, fie prin faptele mele,","Ke chi tromailemas te mothav chi iek diela kai o Kristo chi kerdia mansa, te anav kodolen kai Nai Zhiduvuria te pachanpe ando Del, numa peska vorbasa ai so kerdia."
,,,"Dacă deci, prin greşala unuia singur, moartea a domnit prin el singur, cu mult mai mult ceice primesc, în toată plinătatea, harul şi darul neprihănirii, vor domni în viaţă prin acel unul singur, care este Isus Hristos!)","E martia beshli ke palai shipka ieke manusheski, numa katar iek O Jesus Kristo si ame mai but sa kolola kai len but mishtimos katar O Del, ai podarka leski chachimaski traiina ai avena pala kristo."
,,,"Adevărat vă spun că nu va trece neamul acesta, pînă cînd se vor împlini toate aceste lucruri.","Chachimasa, phenav tumenge, kadia vitsa chi nakhela zhi pon chi kerdion kadala dieli."
,,,"Din pricina aceasta, Iudeii au început să urmărească pe Isus, şi căutau să -L omoare, fiindcă făcea aceste lucruri în ziua Sabatului.","Sa anda kodia le Zhiduvuria chinuisarde Jesus, ai rodenas te mudaren les, ke kerdia kodia o dies Savatone."
,,,"Căci ziceau: ,,Nu în timpul praznicului, ca nu cumva să se facă turburare în norod.``","Numa phende, ""Nashti avel po dies o baro ka kam buntuilpe o them."""
,,,Caută de vino curînd la mine.,Zumav ta aidi mande sar mai sigo.
,,,"Domnul a zis: ,,Simone, Simone, Satana v'a cerut să vă cearnă ca grîul.","Ai O Jesus phendia, ""Simon, Simon Ashun! O beng manglia te sai chinol tu, sar chinolpe o jiv te thol les rigate katar le suluma;"
,,,"A mai trimes un alt rob; ei l-au bătut şi pe acela, l-au batjocorit, şi l-au trimes înapoi cu mînile goale.","Kodo manush mai tradia ieka sluga; ai pale marde les, chinuisarde les, ai trade les bi kanchesko."
,,,"Ne-au spus numai să ne aducem aminte de cei săraci, şi chiar aşa am şi căutat să fac.","Numa mangle amendar ferdi te das ame goji kal chorhe kai si ande lenge khangeri, ai me kerdem so mangle mandar."
,,,"Din clipa aceea, mulţi din ucenicii Lui s'au întors înapoi, şi nu mai umblau cu El.","Ai de katar kodia vriama but anda leske disipluria geletar, ai chi mai zhanas lesa."
,,,"Unii din Fariseii cari erau lîngă el, cînd au auzit aceste vorbe, I-au zis: ,,Doar n'om fi şi noi orbi!``","Uni andal Farizeanuria kai sas lesa, ashunde kodala vorbi, ai phende leske, ""Vi ame, sam korhe?"""
,,,"Cînd au auzit ei că este viu şi că a fost văzut de ea, n'au crezut -o.","Kana ashunde kai wo traiil, ai kai e Maria dikhlia les, won chi pachanaspe."
,,,"Căci Împărăţia lui Dumnezeu nu stă în vorbe, ci în putere.","Ke o rhaio le Devlesko nai andel vorbi, numa ande putiera."
,,,"Într'o casă mare nu sînt numai vase de aur şi de argint, ci şi de lemn şi de pămînt. Unele sînt pentru o întrebuinţare de cinste, iar altele pentru o întrebuinţare de ocară.","Andek baro kher nai ferdi vasuria sumnakune ai rupune, si vi kashtune ai chikake; le pervo vasuria garade le le bare pachivenge, ai le kolaver pel prosto dies."
,,,"Cînd L-au văzut ei, I s'au închinat, dar unii s'au îndoit.","Kana dikhle les, luvudisarde ai preznaisarde les. numa uni chi pachanas."
,,,"Atunci Festus, după ce s'a chibzuit cu sfetnicii lui, a răspuns: ,,De Cezar ai cerut să fii judecat, înaintea Cezarului te vei duce.``","Porme kana o Festus dia duma le mai barensa kai sas kotse, phendia, ""Tu manges te akhares le Caesaros, Apo leste zhasa."""
,,,Ei n'au înţeles că le vorbea despre Tatăl.,Won chi haliarde ke delas duma pa Dat.
,,,"Ei au strigat din nou: ,,Răstigneşte -L!``","Ai savorhe phende, ""Tho les po trushul!"""
,,,"Şi apoi aici, cei ce iau zeciuială, sînt nişte oameni muritori; pe cînd acolo, o ia cineva, despre care se mărturiseşte că este viu.","Le Zhidovonge rashai, kai meren, premisarde desh partia. Numa si phendo kai o Melchizedel traiil."
,,,"L-am trimes împreună cu Onisim, fratele credincios şi prea iubit, care este dintr'ai voştri. Ei vă vor spune tot ce se petrece pe aici.","Lesa avela o Onesimus, o kuchi ai zhutitori phral, kai si iek anda tumare ai mothola tumenge so godi kerdiolpe katse."
,,,"Iată că îţi dau din ceice sînt în sinagoga Satanei, cari zic că sînt Iudei şi nu sînt, ci mint; iată că îi voi face să vină să se închine la picioarele tale, şi să ştie că te-am iubit.","Ashun! Si uni manush kai si le bengeske shave, kai phenen,'Ame sam Zhiduvuria', numa nai Zhiduvuria, won xoxaven. Me kerava len te aven tumende ai den le changa angla tumende. Porme won zhanena kai drago mange tumenge."
,,,aşa ca să-şi strîngă pentru vremea viitoare drept comoară o bună temelie pentru ca să apuce adevărata viaţă.,"Kadia won chidena penge iek lasho ai zuralo barvalimos pe mai angle, ai antunchi avela le o traio o chacho."
,,,"În luna a şasea, îngerul Gavril a fost trimes de Dumnezeu într'o cetate din Galilea, numită Nazaret,",Ai ando shovto shon O Del tradia o angelo kai bushol Gabriel andek foro kai bushol Galilee ando Nazareth.
,,,"Nu vă înşelaţi: ,,Dumnezeu nu Se lasă să fie batjocorit.`` Ce samănă omul, aceea va şi secera.","Na shubin tume; chi marelpe mui katar O Del, ke o manush chidela so thodia te bariol."
,,,"Însă Cuvîntul lui Dumnezeu se răspîndea tot mai mult, şi numărul ucenicilor se mărea.",E Vorba le Devleski ashundilias mai but ai mai but.
,,,Dar pentruce judeci tu pe fratele tău? Sau pentruce dispreţuieşti tu pe fratele tău? Căci toţi ne vom înfăţişa înaintea scaunului de judecată al lui Hristos.,"Numa tu - Sostar doshares che phrales? Ai tu - gratsia tuke cho phral? Ke savorhe avasa angla Del, te kerel kris pe amende wo."
,,,Ucenicii au înţeles atunci că le vorbise despre Ioan Botezătorul.,Antunchi le disipluria haliarde ke delas lensa duma pa o Iovano o baptisto.
,,,"Prin aceasta se cunosc copiii lui Dumnezeu şi copiii diavolului. Oricine nu trăieşte în neprihănire, nu este dela Dumnezeu; nici cine nu iubeşte pe fratele său.","Eta sar prinzhardion mishto le shave le Devleske, ai le shave le bengeske, kon godi chi kerel so si vorta, vai nai leske drago lesko phral, kodo nai shav Devlesko."
,,,"Dar ei au strigat: ,,Răstigneşte -L, răstigneşte -L!``","Numa narodo tsipilas, phenelas, ""Karfosar les! Karfosar les!"""
,,,"Cele nechibzuite au zis celor înţelepte: ,Daţi-ne din untdelemnul vostru, căci ni se sting candelele.`","Le prosti phende kodolenge kai sas gojaver. ""Den ame anda tumaro vuloi ke amare lampi meren."""
,,,"Şi Isus i -a zis: ,,Du-te, credinţa ta te -a mîntuit.`` Îndată orbul şi -a căpătat vederea, şi a mers pe drum după Isus.","O Jesus phendia leske, ""Zha, cho pachamos sastilia tu."" Ai strazo dikhlia, ai liape pala Jesus."
,,,"Voi nu v'aţi împotrivit încă pînă la sînge, în lupta împotriva păcatului.","Tu chi mardian o bezex, ai o zumaimos zhi kai le paia kai zhanas pa tute kerdionas sar bambi rateske kai perenas pe phuv."
,,,"Cînd s'a văzut balaurul aruncat pe pămînt, a început să urmărească pe femeia, care născuse copilul de parte bărbătească.","Kana o baro sap kai si o beng arakhlia peste pe phuv, strazo wo rodelas e zhuvli, e dei le tsinorhosko."
,,,"Căci este scris că Avraam a avut doi fii: unul din roabă, şi unul din femeia slobodă.","O zakono mothol ke o Abraham sas les dui shave, iek katar iek zhuvli kai sas phangli, ai iek katar iek zhuvli kai nas phangli."
,,,"Dumnezeul răbdării şi al mîngîierii să vă facă să aveţi aceleaşi simţiminte, unii faţă de alţii, după pilda lui Hristos Isus;","O Del kai lestar avel e rhavda ai e zor, kerel te sai traiin andek than iek kavresa sar sas o Kristo Jesus."
,,,"Căci şi eu sînt om supt stăpînire; am supt mine ostaşi, şi zic unuia: ,Du-te!` şi se duce; altuia: ,Vino!` şi vine; şi robului meu: ,Fă cutare lucru!` şi -l face.","Ke vi me si aver bare pe mande, ai telal murho vas si ketani. Phenav iekeske 'Zha! ai zhal; phenav avreske 'Aidi!' ai avel; ai phenav murha slugake, 'Ker kacha!' ai kerel."""
,,,"N'am rîvnit nici la argintul, nici la aurul, nici la hainele cuiva.","Chi manglem chi le love, chi o sumnakai, ai kankaske tsalia."
,,,"Căci dacă sîngele taurilor şi al ţapilor şi cenuşa unei vaci, stropită peste cei întinaţi, îi sfinţeşte şi le aduce curăţirea trupului,",Tela o phuro zakono o rat ai zhego le zhigenange wusharde le manushen kana kerde bezex.
,,,"Unuia i -a dat cinci talanţi, altuia doi, şi altuia unul: fiecăruia după puterea lui; şi a plecat.","Kai iek dias panzh gone sumnakai, ka aver dias dui, ai ka aver dias iek, swakones dias sode wo sai dashtil te lel sama, ai gelo pe pesko drom."
,,,"Căci erau întristaţi mai ales de vorba, pe care le -o spusese el, că nu -i vor mai vedea faţa. Şi l-au petrecut pînă la corabie.",Ai mai but nekezhime sas ke o Pavlo phendia sas ke chi mai dikhena les. Ai savorhe gele lesa zhi ka paraxodo.
,,,"Şi tocmai un astfel de Mare Preot ne trebuia: sfînt, nevinovat, fără pată, despărţit de păcătoşi, şi înălţat mai pe sus de ceruri,","Trobul ame ek baro rasha sar O Jesus, ke wo si swunto, ai nai dosh ande leste, Wo chi kerdia bezex, ai nai marime sar le manush kai keren bezex, ai si les o than le luvudimasko ando rhaio."
,,,"Căci din inimă ies gîndurile rele, uciderile, preacurviile, curviile, furtişagurile, mărturiile mincinoase, hulele.","Ke anda ilo anklen le nasul ginduria, mudarimos, adulteri, kurvisia, chorimos, xoxaimos, pupuiimos, ai te des duma nasul pa Del."
,,,"Căci tot ce este în lume: pofta firii pămînteşti, pofta ochilor şi lăudăroşia vieţii, nu este dela Tatăl, ci din lume.","Ke so godi si ande lumia, le ginduria le bi vuzhe kai si le statos, ai le dieli kai amare iakha dikhas ai mangas, ai le barimata kai kerdion katar le dieli la lumiake, nai katar O Dat, numa katar e lumia."
,,,"mormintele s'au deschis şi multe trupuri ale sfinţilor cari muriseră, au înviat.","Le greposhevuria phuterdile, but anda le Devleske manush kai mule sas, sas vazdine ka traio."
,,,"Petru, cînd a văzut lucrul acesta, a luat cuvîntul, şi a zis norodului: ,,Bărbaţi Israeliţi, pentruce vă miraţi de lucrul acesta? Dece vă uitaţi cu ochii ţintă la noi, ca şi cum prin puterea noastră sau prin cucernicia noastră am fi făcut pe omul acesta să umble?","Kana o Petri dikhlia kodia, mothol o narodoske, ""Tume kai san ande Israel, sostar chuden tume anda kadala bucha? Sostar dikhen pe amende kadia, ke sar te avilino amende e putiera vai katar amaro lashimos kai kerdiam te phirel kado manush?"
,,,"Şi le -a spus o pildă: ,,Vedeţi smochinul şi toţi copacii.","O Jesus phendia lenge ek paramichi, ""Dikhen e pruing le figengi, ai sa le khash;"
,,,"Nu orice trup este la fel; ci altul este trupul oamenilor, altul este trupul dobitoacelor, altul este trupul păsărilor, altul al peştilor.","Swako mas nai iek mas, numa aver si o mas le manushenge, aver si le shtare punrhenge, aver le chirikliange, aver le masenge."
,,,"Cînd voi trimite la tine pe Artema sau pe Tihic, grăbeşte-te să vii la mine în Nicopoli, căci acolo m'am hotărît să iernez.","Kana tradava tuke o Artemas, vai o Tychicus, tu grebisavo te aidi mande ande Nicopolis; ke me mangav te beshav kotse sa o ivend."
,,,"Adevărat: au fost tăiate din pricina necredinţei lor, şi tu stai în picioare prin credinţă: Nu te îngîmfa dar, ci teme-te!","E vorta, shinde sas kodola krenzhi katar o khash ke nas le dosta pachamos, ai tu san akana ande lengo than ke tu pachas tu. Numa arakh tu katar le barimata ai arakh tu."
,,,Mai întîi trebuie ca Evanghelia să fie propovăduită tuturor neamurilor.,Ai kadia le viasta lashi pai amperetsia avela phendi ande sa e lumia.
,,,"Pilat a zis preoţilor celor mai de seamă şi noroadelor: ,,Eu nu găsesc nicio vină în omul acesta.``","O Pilate phendia ka le bare rashange ai le narodoske, ""Me chi arakhav chi iek dosh ande kado manush."
,,,"Căci noi, prin Duhul, aşteptăm prin credinţă nădejdea neprihănirii.","Numa ame, pachas ame ke O Del kerela te avas vorta angla leste; kodia ame azhukeras, katar O Swunto Duxo kai kerel buchi pala pachamos kai si ande amende."
,,,",,Doamne``, I -a zis Petru, ,,cu Tine sînt gata să merg chiar şi în temniţă şi la moarte.``","O Petri phendia leske, ""Devla, me zhav tusa, ande temnitsa, ai kai martia!"""
,,,"L-am trimes dar cu atît mai în grabă, ca să -l vedeţi şi să vă bucuraţi iarăş, şi să fiu şi eu mai puţin mîhnit.","Akana grebime sim te tradav les tumende, saxke pale te raduin tume kana dikhena les, ai murho nekazo te zhaltar."
,,,"căci vă spun că deacum încolo nu Mă veţi mai vedea pînă cînd veţi zice: ,Binecuvîntat este Celce vine în Numele Domnului!``","Me mothav tumenge, chi mai dikhena ma zhi pon chi mothona, Raduime kodo kai avel ando anav le Devlesko."""
,,,"E nevoe să mă laud, măcarcă nu este de folos. Voi veni totuş la vedeniile şi descoperirile Domnului.","Trobul te luvudiv ma, marka ke kodia nai mishto. Numa si te dav duma akana pal dieli kai dikhlem ai kai dia ma O Del te zhanav."
,,,Petru iar s -a lepădat. Şi îndată a cîntat cocoşul.,"O Petri pale phendia, ""Chi zhanav les,"" ai strazo o kurkorsho bashadia."
,,,",Fiule`, i -a zis tatăl, ,tu întotdeauna eşti cu mine, şi tot ce am eu este al tău.","Phendia leske, ""Murho shav, sagda tu san mansa, ai so godi si ma chiro si."
,,,"După cinci zile, a venit marele preot Anania cu unii din bătrîni şi cu un vorbitor, numit Tertul. Au adus înaintea dregătorului plîngere împotriva lui Pavel.","Pansh dies pala kodia avilo o baro rashai o Anianas ai avre manushensa mai phure, ai ieke ablakatosa ka busholas Tertullus, won avile karing o Felix ando Caesarea te thon dosh po Pavlo."
,,,"Deci, ca unii cari, prin ascultarea de adevăr, v-aţi curăţit sufletele prin Duhul, ca să aveţi o dragoste de fraţi neprefăcută, iubiţi-vă cu căldură unii pe alţii, din toată inima;",Tume vuzhilian ke lian tume pala chachimos ai sas tume dini iek podarka iek dragostia kai avel katar O Swunto Duxo. Trobul te aven drazhi iek kavreske sa tumare ilesa sagda.
,,,"Le-au adunat deci, şi au umplut douăsprezece coşuri cu fărămiturile cari rămăseseră din cele cinci pîni de orz, după ce mîncaseră toţi.",Le disipluria chide le desh u dui shkonitsi pherdesas le kotorensa kay ashshile katar le panzh manrhe kana savorhe xale.
,,,"Să ieşim dar afară din tabără la El, şi să suferim ocara Lui.","Aven, zhas ka leste avrial o foro (avrial o raduimos la lumiako) ai te avas lazhav lesa ai te chinuis lesa."
,,,"Deci, fiindcă sîntem socotiţi neprihăniţi, prin credinţă, avem (Sau: Să avem.) pace cu Dumnezeu, prin Domnul nostru Isus Hristos.","Akana sam vorta angla Del pala pachamos, si ame e pacha le Devlesa katar amaro Del Jesus Kristo."
,,,"Dar cînd a venit împlinirea vremii, Dumnezeu a trimes pe Fiul Său, născut din femeie, născut supt Lege,","Numa kana e vriama kai sas thodi avili, O Del tradia peske Shaves. Kerdilo katar iek zhuvli, ai traiilas tele zakono le Zhidovongo."
,,,"Şi un lepros s'a apropiat de El, I s'a închinat, şi I -a zis: ,,Doamne, dacă vrei, poţi să mă curăţeşti.``","Ai antunchi avilo ek naswalo kai sas les leprosi, thodiape ande changende angla leste ai phendia leske, ""Gazda, tu te mangesa sai vuzhares ma."""
,,,"Pot totul în Hristos, care mă întăreşte.","Sai rhevdiv sa kadala dieli, nais le Devleske kai del ma e zor."
,,,"Unul din ucenicii Săi, Andrei, fratele lui Simon Petru, I -a zis:","Iek anda leske disipluria, o Andre, o phral le Simonosko Petri, phenel leske,"
,,,Harul să fie cu toţi cei ce iubesc pe Domnul nostru Isus Hristos în curăţie. Amin,O lashimos le Devlesko te avel sa kodolensa kai si lenge drago amaro Devles O Jesus Kristo andek dragostia kai shoxar chi merel.
,,,"Credeţi că degeaba vorbeşte Scriptura? Duhul, pe care L -a pus Dumnezeu să locuiască în noi, ne vrea cu gelozie pentru Sine.","Na gindin ke intaino mothol E Vorba le Devleski, ""Ke le Devleske drago O Swunto Duxo kai thodia ande amende."""
,,,Fariseul a văzut cu mirare că Isus nu Se spălase înainte de prînz.,O Farisi chudisailo kana dikhlia ke O Jesus chi xaladia mai anglal sar te xal.
,,,"Au să vă dea afară din sinagogi: ba încă, va veni vremea cînd, oricine vă va ucide, să creadă că aduce o slujbă lui Dumnezeu.","Won shudena tume avri andal Synagoguria: ai vi avela e vriama, kai kon godi mudarela tume gindila ke kerel vorta angla Del."
,,,"Fraţilor, vă mărturisesc că Evanghelia propovăduită de mine, nu este de obîrşie omenească;","Phenav tumenge, murhe phral, e lashi viasta kai phenav, chi avel katar o manush."
,,,"Am slujit Domnului cu toată smerenia, cu multe lacrămi, şi în mijlocul încercărilor, pe cari mi le ridicau uneltirile Iudeilor.","Kerava buchi le Devleski bi te kerav barimata, univar rovavas, ai le zumaimos, ai univar trutno sas mange ke le Zhiduvuria rodenas te rimon mange."
,,,"Nimeni să nu fie cu vicleşug şi cu nedreptate în treburi faţă de fratele său; pentrucă Domnul pedepseşte toate aceste lucruri, după cum v'am spus şi v'am adeverit.","Ande kadia diela chi iek manush chi trobul te shubilpe karing pesko phral, vai te amilpe ka so si leske phralesko: ame vunzhe phendiam tumenge, ai phendiam tumenge mishto te arakhen tume, ke O Del xoliavola zurales pel manush kai keren kasavendar dieli bi vuzhe."
,,,"Dar ei au auzit despre tine că înveţi pe toţi Iudeii, cari trăiesc printre Neamuri, să se lepede de Moise, că le zici să nu-şi taie copiii împrejur, şi să nu trăiască potrivit cu obiceiurile.","Ai won ashunde pa tute, ke tu sichares sa le Zhidovon kai traiin mashkar le Nai Zhiduvuria, te na lenpe pala zakono le Mosesosko, ai ke mothos lenge te na shinen penge glaten ai te na lenpe pala zakono o Zhidovisko."
,,,"şi -i face să se roage pentru voi, şi să vă iubească din inimă, pentru harul nespus de mare al lui Dumnezeu faţă de voi.","Ai rhugin tumenge, ai avena lenge drago katar o lashimos o baro kai O Del shordia pe tumende."
,,,"În aceeaş zi, Isus a ieşit din casă, şi şedea lîngă mare.","Sa kodo dies O Jesus anklisto avri anda kher, ai gelo te beshel pasha maria."
,,,"şi dă-te pe tine însuţi pildă de fapte bune, în toate privinţele. Iar în învăţătură, dă dovadă de curăţie, de vrednicie,","Ai vi tu trobul te sikaves ande soste godi o mishtimos, ai vi trobul te aves chachimasa, ai te na keres phirasa kana divines pa Del."
,,,căci mi-au răcorit duhul meu şi al vostru. Să ştiţi dar să preţuiţi pe astfel de oameni.,"Ke pechisarde vi man, ai vi tumen te zhanen te thon te luvudin kasavendar manushen."
,,,"fie Pavel, fie Apolo, fie Chifa, fie lumea, fie viaţa, fie moartea, fie lucrurile de acum, fie cele viitoare; toate sînt ale voastre,","Te avel Pavlo, vai Apollos, vai Cephas, vai e lumia, vai o traio, vai e martia, vai le dieli kai si akana, vai le dieli kai si te aven; sa tumaro si;"
,,,"Să aveţi o purtare bună în mijlocul Neamurilor, pentruca în ceiace vă vorbesc de rău ca pe nişte făcători de rele, prin faptele voastre bune, pe cari le văd, să slăvească pe Dumnezeu în ziua cercetării.","Ai trobul te avel tumaro traio vorta mashkar le manush kai chi pachanpe ando Del; ai kadia, marka te mothona chordanes ke nasul san, musai avela lenge te preznain o mishtimos kai keren ai te luvudin le Devles o dies kai avela."
,,,"Isus a intrat în Ierusalim, şi S'a dus în Templu. Dupăce S'a uitat la toate lucrurile de jur împrejur, fiindcă era pe înserate, a plecat la Betania, cu cei doisprezece.","Ai O Jesus areslo ando Jerusalem, ai gelo ande tampla, wo dikhlia pe sa le dieli, antunchi O Jesus ai le desh u dui disipluria gele ande Bethani ke pozno sas."
,,,Căci ziua aceea va veni ca un laţ peste toţi ceice locuiesc pe toată faţa pămîntului.,Ke kodo dies avela sar iek selia pe sa kodola kai beshen pe sa e lumia.
,,,"Omul bun scoate lucruri bune din vistieria bună a inimii lui, iar omul rău scoate lucruri rele din vistieria rea a inimii lui; căci din prisosul inimii vorbeşte gura.","O manush o lasho, ankalavel lashe dieli anda lashimos ka si les anda ilo, ai o manush o chorho ankalavel chorhe dieli andal chorhe dieli kai si les garade, ke o manush mothol anda mui so si les ando ilo."""
,,,"Iar dacă clădeşte cineva pe această temelie, aur, argint, pietre scumpe, lemn, fîn, trestie,","Akana te vari kon vazdela pe kodo fundo sumnakasa, rupesa, kuchi baxensa, khashtensa, sulumensa, kasesa,"
,,,"Sînt felurite daruri, dar este acelaş Duh;","But fialuria bucha, numa iek Del."
,,,"Şi un om bogat, numit Zacheu, mai marele vameşilor,","Sas iek manush barvalo kai busholas Zacchaeus. Wo sas o baro mashkar le manush kai chidenas e taksa,"
,,,"Şi din ceruri s'a auzit un glas, care zicea: ,,Acesta este Fiul Meu prea iubit, în care Îmi găsesc plăcerea.``","Ai ek glaso avilo anda rhaio, ai phendia, ""kado si murho Shav kai si mange de sa drago, kasa sim de sa raduime."""
,,,"şi întinde-Ţi mîna, ca să se facă tămăduiri, minuni şi semne prin Numele Robului Tău celui Sfînt, Isus.``","Kana lunzhardian cho vas te kerdiol sastimata, ai mirakluria ai bare bucha ando anav cho Swuntone Shav o Jesus."
,,,Cu cine voi asemăna dar pe oamenii din neamul acesta? Şi cu cine seamănă ei?,"""No pala kaste malaven kadala manush kadala vriamake, ai pe kaste miazon."
,,,"Pentru aceasta v'am trimes pe Timotei, care este copilul meu prea iubit şi credincios în Domnul. El vă va aduce aminte de felul meu de purtare în Hristos şi de felul cum învăţ eu pe oameni pretutindeni în toate Bisericile.","Anda kodia tradem tumenge o Timote, kai si murho drago shav, ai chacho ando Del, phenela tumenge save si murhe droma ando Kristo, ai chi fiela sicharav kai godi ande sa le khangeria."
,,,"Ci, după cum Cel ce v-a chemat este sfînt, fiţi şi voi sfinţi în toată purtarea voastră.","Numa trobul te avel tume iek Swunto traio sar O Del, ke wo kai akhardia tume swunto lo."
,,,"De geaba Mă cinstesc ei, învăţînd ca învăţături nişte porunci omeneşti.``","Intaino preznain ma, ke won sicharen manushenge zakonuria sar te avilino le Devleske."""
,,,"Drept răspuns, El le -a zis: ,,Un neam viclean şi preacurvar cere un semn; dar nu i se va da alt semn, decît semnul proorocului Iona.","O Jesus phendias lenge, ferdi ek vitsa kai si nasul ai kai nai chachimasa le Devlesa mangen semno, numa chi iek chi avela dino, ferdi so kerdiliape ka profeto o Jonah."
,,,"A şters zapisul cu poruncile lui, care stătea împotriva noastră şi ne era potrivnic, şi l -a nimicit, pironindu -l pe cruce.","Wo xaladia e buchi kai o zakono dosharelas ame, ai kai ashelas pe amende, ai lia sa kana karfosardia le Kristos po trushul."
